Steps	Distance
41	880.354711799294
45	591.291639476395
47	1086.40662636353
24	1155.01283246914
42	594.209587529734
31	1075.29707061209
13	55.825516484053
18	1660.58294123703
24	1024.00978148003
22	616.366752784367
24	636.354443015503
23	293.87778221863
18	272.136447199386
17	2000.02480671346
24	220.077920076526
20	364.465483167465
32	263.1456859767
28	1376.68528506179
17	665.199304314899
22	628.215374241574
15	168.629867862437
18	31.3508113798359
11	40.0057955772752
50	877.808937972498
29	685.927251409187
28	831.291170464765
25	310.279121006905
25	960.747345434283
12	595.745015172261
20	936.518898907614
19	587.672544655771
26	1583.16716807873
12	131.138019655583
21	399.76205070863
33	861.034246657229
34	892.124102816129
38	442.295540348355
24	450.7686774766
21	452.206781951229
20	444.754501117959
27	1338.42396183469
49	1346.9987258948
13	198.379164084146
26	475.106285649489
28	196.276241034464
17	1036.86907675071
28	1091.88741048055
31	1896.79307567116
14	447.903631968504
14	207.769159784959
27	1228.5694985669
17	630.336502253912
32	531.954709093871
10	192.418835815552
21	215.185713664947
19	996.187785008746
17	784.457399263916
20	370.012234424825
24	716.913221458302
19	1411.4458382063
22	706.565122949173
25	28.0212808183155
21	426.268849651085
15	291.952205724146
25	942.076411789372
33	780.499395780759
22	480.752090108653
21	359.165896196368
21	321.55854043479
18	421.257858539756
12	237.835322004228
44	1673.26260322228
32	627.642767703809
14	208.242360564274
39	584.833804561669
19	1503.46576980225
30	522.664003377997
17	690.802998217926
11	449.24912956013
21	126.720408685201
15	206.242805144079
23	1045.15155017454
33	1781.00044065168
32	755.21812475265
11	493.735346542562
12	97.5340292494624
30	758.554100219515
16	213.023944335099
15	626.055875614183
21	163.393895414173
34	1737.28490976023
25	1050.63976305423
18	493.090020928982
11	57.1916042463434
23	821.664044835361
21	89.7617151310622
19	1691.63236924624
16	676.103844542292
23	503.420479243499
26	656.595273047596
23	821.495801635372
38	1813.71395902531
8	30.0975389853071
15	343.378417803862
34	900.34858821119
34	1551.81867751161
23	590.302516912591
52	1986.64560337884
22	312.725980276701
28	198.733813221539
22	381.27102121645
24	547.409167302491
21	637.119433529839
17	842.956579092391
25	210.505129558635
32	1040.60502484491
37	745.325134940507
12	200.101770364091
17	87.7157793012022
12	94.351224263546
24	981.383585353928
20	1426.81657481011
21	791.50564651673
26	193.643752396087
25	1056.12140569469
18	441.03614291844
18	268.141934921754
24	1002.89039362244
28	893.599953171327
19	171.947879120562
15	751.06186321303
17	1803.73983701701
19	723.883128999644
21	2153.20516652665
51	564.398426851797
11	1093.87647541867
22	459.250759356426
33	629.667986533577
15	151.529993105428
13	64.8993437504029
16	1354.57765377156
38	1299.35085303458
21	439.695337086431
39	993.052553429397
22	936.393031074257
13	122.044133442069
28	1787.10108935534
22	349.120500523872
13	1608.05355382284
12	214.162367207046
28	1090.39109612284
16	565.131840777071
25	798.382853744628
13	697.317822505755
19	340.361719021028
29	1250.8276754951
18	919.390766138464
18	376.76440307251
10	132.411870747751
31	1860.90295557393
23	1956.24034304785
19	657.368245982329
21	297.9811708429
10	219.008559926628
16	270.801499901139
24	993.048158548499
31	691.87949755658
46	540.489924475629
13	28.2505167303511
14	106.999198307724
28	705.798598734732
26	1862.67376299357
21	663.080749140979
48	925.253080663074
21	140.932026219214
32	275.430067883024
21	444.286479632653
22	363.968227636498
22	641.496284448556
36	1621.58554814619
20	377.895242334212
29	807.548704185388
21	395.799498864681
14	21.0292683645302
35	1404.0754597977
10	672.247753396408
22	1169.45294778348
29	1160.18809372482
12	502.591693475294
28	256.033102764459
10	470.678586341039
14	172.762624317408
37	1173.38063437547
37	1178.64255366831
22	1885.72044577485
34	979.597457863914
25	917.73079785813
25	295.913123341704
16	614.676032770867
19	1183.66647650167
28	849.656124332256
25	173.093851648267
12	636.128092906368
33	776.57600170574
16	1076.88241823985
16	30.0151912790801
26	189.492612997519
38	2404.10049641836
36	938.892767610532
17	165.411737063739
21	525.714296243133
24	710.215371730379
25	607.077362759565
18	192.563089431723
15	476.772916119647
28	261.811408851727
31	343.1610528577
22	833.269479614087
17	479.048548479578
31	1824.99881711191
24	414.059256455613
38	524.142075056544
22	630.686456485524
21	691.663217338077
43	1027.69219743208
17	642.996147656945
32	1079.77498617568
26	602.206192580126
17	450.381475467878
37	2036.10486071762
21	310.803863978341
32	788.148619677942
19	86.4342018682128
27	1208.92786987214
24	993.12220120364
30	476.965250097981
40	839.650693243952
17	325.156744933714
15	582.742232090538
11	543.990460505046
19	152.315340386905
21	1387.94872201367
10	91.6769021355842
21	595.304462431457
23	505.089931531018
27	931.264788518592
53	706.229751256382
31	547.250496384771
36	1084.28702555943
32	1259.48788596423
28	818.581898817191
25	160.14692777797
23	615.712363510905
31	406.441838839182
14	619.265776453957
23	498.218042416262
31	1421.30906641246
14	286.460518073816
15	391.836507795024
31	358.038246120394
16	532.049147893663
31	394.664164856847
32	304.828442235545
19	238.319492640732
30	678.198874147418
13	362.206015509512
52	1597.0400679107
25	263.217015842348
28	597.740783419452
22	1208.19174386796
34	1200.17071435374
20	527.552222400511
35	891.069407117281
53	1951.08724081588
27	564.227720117722
12	147.734718821712
21	310.519760891621
24	1852.57254484858
25	590.573504994458
31	831.759296787002
17	621.023420736343
35	2142.30499213394
20	213.208570990761
22	589.430453425255
18	383.259821713867
35	1199.29982421438
20	142.984451184804
23	812.707232625777
14	318.824820848236
41	489.624468013325
14	337.253730276942
16	203.082017036769
14	623.299667297127
24	881.235702322846
28	462.452163638379
11	129.607497111879
21	1393.17341589553
20	654.515863545846
30	690.495766686812
19	382.023681574709
23	1479.47800111376
14	97.969278470929
29	2273.37827433776
31	1706.23076095279
22	609.627423252868
18	478.017800941283
31	762.611912481471
28	1151.76464576438
16	452.211508439073
23	780.139759434838
52	675.353731385448
22	1048.07755472484
15	307.392901674932
33	806.394784366716
12	167.37552955708
23	712.551946167305
22	2126.98903203216
30	269.061815250074
15	966.326739192756
18	481.189747168816
21	645.223401806216
27	205.978055784087
30	1421.4073104605
34	1263.82276586894
49	950.685203163287
20	739.175718830497
15	624.209122082479
27	466.148688377351
12	364.421756026796
30	1392.75315317951
26	777.280105230146
12	266.328974834973
22	389.980348095044
29	297.661077127816
14	422.885546628425
46	1397.22615572913
25	1104.56174297961
10	455.182006455468
28	1567.03963096944
51	2098.37186802838
34	1974.21253644582
26	1699.39898382035
24	389.402660906463
9	497.207019053922
37	263.915662084378
29	255.122041519751
18	641.564781948192
25	530.623704432763
25	509.878747399884
33	549.552966131229
28	580.853083014188
25	536.473976209132
17	826.080392841918
38	594.056282065482
18	682.286385446342
28	419.765621276099
50	1667.58533542331
23	222.551927202414
11	310.176186969794
23	871.194428835396
20	878.95640918155
14	200.778498807236
14	186.81453391798
37	2022.4505776173
28	681.849049078625
17	522.285563781391
33	544.866604543132
13	827.308955009405
21	623.163672218502
20	597.009202080202
21	932.83682496943
25	1173.14355434472
35	730.013335142254
24	325.388236277545
32	588.665678076801
29	468.030331417838
19	566.128899592999
32	1509.03910190803
12	1560.79852661438
22	375.566501238895
12	1782.37686354388
17	1607.1335750097
30	994.059384059995
43	537.639319582289
18	543.571705642077
38	727.124933463607
20	154.491153101365
24	226.743711515591
51	537.935641821879
21	728.946247752918
21	669.17702299067
13	407.15403602143
30	1510.14520966625
19	205.355444849601
25	978.418918271534
39	1024.78823549093
37	819.521051702847
21	453.458530084318
19	421.324073821526
14	62.2878369268327
18	281.164155134029
33	1806.64886807887
14	256.938139174398
28	147.767983050962
13	56.3588961005866
20	487.932707517884
19	314.993186379562
24	1033.54462090655
39	1248.8515861891
23	1529.37044926575
48	1440.98882936015
15	591.0347311857
18	701.367224998619
43	772.321705868742
22	282.724713001149
16	90.6207555619836
28	150.813774337432
37	830.372046019302
27	451.95931685548
40	551.996680482027
36	1135.74682356562
17	544.440859011018
29	685.143724218128
30	704.553027721664
22	740.906527079373
18	219.479935117703
16	375.88459420539
36	958.715639749894
27	1631.48999085605
32	644.219775926652
21	1240.25741960139
26	530.149585578402
16	392.275989196446
31	1053.96572059097
18	340.403985038414
15	678.149369191832
24	1305.66356109804
17	304.530264401395
24	1085.75312487365
22	928.252038923924
22	547.581700107141
15	179.541586468888
27	1453.20070065802
14	498.999946906699
17	899.848656873799
28	1043.43539960613
26	384.991009150703
29	612.17864423552
36	616.253896519652
18	642.055358499007
30	1078.23248835676
46	1210.52873860633
29	177.884983101891
41	764.399396465629
34	620.616365410346
16	484.803554695081
16	388.21820365497
14	103.500499004458
16	639.677866947381
45	684.914527010388
40	1527.17096904159
31	1954.42219300301
39	2196.1005543541
23	435.563829554982
30	740.953596258073
21	861.235313003449
18	713.271031973532
17	259.68994266246
35	883.146499232428
29	1201.89977478199
11	155.123634582411
13	466.308501069046
21	1184.34985924304
11	751.252159323189
35	683.42704149798
42	1734.30738242383
20	676.788420408537
14	756.224425201186
18	234.3316477903
23	1011.89084052483
34	1525.07915206337
25	984.02645241814
15	457.817638473799
24	1028.87548571938
32	466.145238979993
13	744.297831738502
24	160.346354978256
18	1509.46800541464
36	1499.79933287468
56	3723.58514015559
41	1120.21886998761
17	429.623630553216
28	801.132984223921
46	574.910537784418
19	1053.69552654565
12	107.829578831272
38	1397.89219597354
38	1012.24379795894
22	407.551364189157
21	424.257656881155
29	614.607051174678
10	472.900933631649
15	190.960597104224
19	1245.43731071224
69	1053.81196418662
28	199.614868441241
11	118.247181564199
16	456.189947223859
26	1781.83952184553
42	1062.88765487572
41	843.671485829603
23	1463.41742160425
26	1441.01061680592
13	230.127464851713
29	664.809736682883
41	1940.71140116331
51	1985.88127139246
24	427.489189479423
23	1225.75230895483
10	319.224044185769
32	582.952535094559
24	730.728186094599
17	647.739210218401
24	484.666927878248
9	259.172125580939
13	134.284837748357
12	110.72252618433
20	108.781671666079
31	604.633444724533
29	182.622825511988
22	55.4999806142394
18	109.724028055088
13	317.718265165464
16	345.827379601627
23	579.538676917369
16	600.403555247238
13	355.65728442167
27	263.450470450468
20	295.642963440898
32	606.399144971304
33	1861.11051133887
26	462.116333914046
19	428.06643036101
25	599.130921620437
8	16.9813501606182
23	685.267795349185
12	873.568078548084
39	233.494749737659
20	472.607352952035
25	300.620768775878
18	296.040788448105
21	113.6662922512
20	195.15375248185
30	582.045778787522
33	810.601247149066
33	882.12695113203
22	869.62386089923
26	542.216639496764
22	1630.35698157347
30	1216.07542580481
27	305.969265520035
18	1607.71498894832
33	934.053497759262
30	195.777327623929
28	686.878241816479
12	84.0594165063352
23	909.063968123382
11	485.626970615912
25	713.361468969091
24	541.613261721366
16	630.445618254562
35	815.966537749729
31	800.931180200996
35	983.158825740756
8	834.483560889649
20	364.988162306035
22	475.533064267946
38	984.908408062938
28	317.225701742566
53	2198.31769646919
11	540.127078978213
19	295.184593129704
26	375.459857640667
20	706.099559545284
23	530.03542805027
16	796.752354271701
23	544.998392383824
17	642.640378097042
35	2040.75151820116
18	1231.70317565959
20	720.938527033902
38	870.047122520041
32	625.118931382988
27	1267.11992773765
41	1045.67847580619
33	1913.43429216887
22	1282.59358973284
32	1032.17496953542
30	368.863161165194
32	1226.26646006796
33	590.330622403511
19	778.964885443637
18	730.962946274695
19	779.106761688936
28	1395.99388721928
27	313.753794811478
35	1387.96208527783
28	1801.57536771369
33	1740.9965319302
17	367.675796710005
27	1559.44129424756
9	805.429184052228
18	522.503084128362
18	664.529772417029
20	237.979585903958
9	247.055917918349
21	866.434657503851
49	1107.45500014415
20	394.364077168478
38	814.906094412773
30	567.765009107958
29	1424.66761624721
27	287.821677118131
21	449.621664602828
26	347.31031806349
27	934.623006436538
22	928.410344535437
13	314.599549628775
27	653.479844688356
25	1733.01815623489
31	979.184812482123
34	813.678217048183
10	541.300673760061
17	1567.25582705488
26	637.712542194643
8	192.35795315243
28	600.2616048886
11	706.929719802684
12	519.52731591033
33	199.401971398
14	352.375519416438
16	495.98801335298
18	327.241896487637
30	239.642484670767
28	1600.23920587411
21	888.969767196191
26	501.928914187459
18	720.780559287977
27	849.930213103758
37	777.010152262604
25	542.89209710757
42	1405.87653652705
35	812.940297923366
29	581.096284947035
24	470.975615905617
17	180.088469591974
17	1174.13563531375
20	508.724351841964
19	816.913426957405
30	487.852820132745
29	602.591894669703
21	455.917457510211
39	1330.50108375644
25	879.130879965737
21	857.249441068836
36	679.811554736203
18	1081.3360480794
21	247.442917386539
20	167.833460921685
30	1170.6680864563
57	1771.02725307876
22	310.683068912834
50	3321.03177652869
27	805.797329917903
21	553.247896193558
36	1377.83761518663
27	1678.97495204688
23	504.610614672526
28	1668.47416438789
31	1383.17720694662
19	528.893664729943
13	380.147054515491
13	878.389224245772
35	1721.97205783011
23	487.057740244471
39	1696.2066143742
45	1236.7885488337
39	665.026169702245
28	185.020215815127
27	1341.21941236627
28	773.472933538278
16	641.769271860534
27	504.914843165496
23	888.267530143358
29	1142.70856077077
20	818.36331196372
29	1716.04603236937
16	785.127465233689
25	1268.65679365519
22	1522.41642148725
16	1447.16201865916
16	624.801289808496
27	548.177187639707
19	394.380265631979
17	514.355247084775
19	702.964300267711
24	775.419617187193
21	464.721257929516
25	569.757838836518
20	352.563917742265
27	1423.60781543863
23	273.911545001873
19	943.294448372994
30	737.918259170774
23	950.864768170575
27	454.811213801845
23	238.331055989078
20	992.603081026862
14	340.896272533909
26	347.149052160293
28	350.661889675525
15	495.274148522758
22	620.467611509406
17	700.44152357427
30	633.35844119978
22	293.067688043886
26	84.4711757021648
31	1091.25598979871
34	581.720260437164
34	1183.22269345013
30	1027.54470352191
21	837.696046560578
16	657.806768666828
22	225.615597348706
22	702.782251067529
21	122.415430452844
31	1402.11718640533
18	252.107094140132
11	584.042803886972
30	1014.92948226068
24	797.26222908414
25	864.039923533187
32	490.382389618313
34	428.293294792038
23	1909.39452922196
27	943.891105760793
23	355.163508722864
36	522.046467457033
23	1723.73812884061
31	881.568868942275
20	572.431813143859
15	149.503731655606
13	521.746023473225
13	152.090493604863
37	1308.95391945409
23	1531.42847070009
20	1738.63200036187
36	1432.18056723641
16	196.866442720705
15	213.131613772408
19	249.972480149459
23	312.178117359462
20	1852.4141195555
15	517.195772008582
20	599.409274282202
19	606.210902939733
16	250.013324828017
33	966.47611176379
14	44.8627171513782
23	465.390544955498
42	718.644405278975
12	643.682143050107
42	635.329001164977
18	783.56326587293
11	117.854275571182
17	481.859381348528
20	482.12387802183
35	700.824243852252
38	492.545894002759
23	588.009702543588
27	597.461750343711
20	613.468041386761
15	204.382637988864
17	103.881515813244
14	794.698062545486
16	391.248259995694
16	196.744090510001
16	311.785332748825
22	752.539966395107
40	467.590166289511
32	1496.08854565518
44	817.708515990574
21	1794.0719092125
40	1529.95579959426
26	1295.17677405297
17	1320.46504537729
38	239.006215751216
20	618.544941555216
40	271.329628921667
25	1495.39366971372
18	438.415379897995
24	454.986099914394
15	307.152127155703
27	1005.36070148269
11	193.735537615544
29	964.391810376307
45	664.844673637711
38	669.913512246932
28	499.192677731687
18	423.381850239641
13	494.614192967831
35	2336.71320924108
31	1064.60224920401
8	59.8962702601294
31	423.115630319664
17	602.202404590836
31	1575.89913775966
37	698.65657921495
21	182.669100118493
31	578.459048668689
36	1974.57305774241
8	27.6409228608422
33	821.033750787509
22	652.555296986502
27	551.95606599825
16	229.035202542824
28	592.389630761965
28	173.735604546017
13	320.574574019758
25	494.252860373654
22	196.024112238146
13	54.8634346032238
16	696.016028608502
21	372.490570523493
19	206.159113999031
29	1593.01018935198
16	235.117556187302
16	307.981352903811
15	699.286840979826
27	1926.62891705899
16	176.299678477465
29	298.77256566225
27	524.514441344385
13	153.9699822684
21	400.438656990218
21	465.213667247753
32	293.286395996554
30	1038.93016382142
48	706.086946717561
18	122.885539083509
22	438.664515695088
19	315.950529410639
51	1280.8054112557
28	1229.11431336149
25	1987.46586777885
14	464.714156361847
31	1172.55567808135
29	1208.88121268368
19	443.921968307212
21	366.292355612267
16	595.096487061813
33	275.535460609558
26	452.554217415092
34	486.809091464193
24	978.855030187893
19	560.55062906313
21	615.133828037297
53	1121.53541831133
28	1150.15567762233
35	853.060241865602
20	540.521191344117
20	737.200236614779
15	676.604712251974
27	667.219684927768
20	562.974660703932
21	957.767218346445
25	357.510279561662
44	959.549421662123
11	252.098092084823
29	759.475950711645
37	383.43355866813
15	479.857218015573
26	203.020504494925
13	792.229609135126
42	704.579445326479
29	1129.50594830424
23	684.669996306145
39	1879.40848017848
15	344.148036852774
20	476.532282641487
18	757.555607721794
21	1257.34646782178
32	1290.80548300483
19	828.895441378326
18	337.482115345515
10	482.990134133976
36	2250.78617335195
18	1769.75587765099
33	534.502026657879
29	282.321962328404
37	411.759504443473
22	426.922195480861
37	605.823364354769
24	1048.04218817929
31	853.938297490644
25	1317.25426626877
32	817.660653938241
35	435.2589930654
33	807.802401679116
15	212.577088000402
20	331.015616907039
33	1327.31460790092
30	253.89281849779
27	1768.88472197098
30	1914.02419730291
6	38.3523173943714
24	733.778168271903
20	733.777228007119
37	287.079076675355
34	271.269397283785
48	1070.05684579296
19	107.065935926726
20	868.095631500058
54	3924.76627757729
22	863.171770003519
31	394.072180296608
27	852.318757675789
24	203.766805329093
14	447.070478858948
36	972.182821249186
39	814.317591620293
15	402.060519537967
33	749.36503686603
38	1191.2300811069
37	851.735004023941
21	970.713009600251
13	43.6930137643183
27	237.601803585065
28	555.059725602989
30	1102.91282650951
25	1358.01008046526
29	770.085313533495
19	645.301223100894
32	1875.35182523195
32	1883.57187892045
16	510.60743757253
32	462.764270275112
40	2176.42822918637
17	878.895652341388
49	1996.13656068492
27	302.790569870251
24	1091.99249822917
21	315.529952939423
35	1943.48882318139
24	1241.25839588258
28	427.66713560952
16	329.973009174782
52	698.761502985996
32	575.070185380519
20	603.451075569421
39	865.942908157243
13	332.493597769188
14	585.541780516574
13	741.33482608696
15	146.988545483122
22	467.045527308359
18	1589.32257449193
26	2130.89512307674
50	2111.99189798803
15	1226.36861730106
17	455.807090907329
21	218.577809806632
12	545.90737168833
19	830.438554545039
38	1148.60792752802
17	511.930983922659
12	181.635163591472
41	929.592017358238
40	598.303691014787
14	92.9792243555182
15	211.578734740859
15	451.166769409635
22	631.46841123654
16	235.581839931992
13	775.634094156082
36	617.406019772756
25	741.110859356138
18	211.991495814703
44	811.391791867323
25	909.776027847355
20	1067.1185815463
39	2003.19336032146
8	193.546486307611
26	656.026287019378
24	863.619253101237
16	197.497223838416
17	139.443161883684
25	134.75424887375
34	1366.02939150595
32	1684.97604795814
16	437.926949638953
28	697.969082718859
18	543.701827450858
20	323.413129166246
12	474.640301917411
23	795.518190521861
21	1885.23009427188
22	314.063796379539
16	1458.35634897879
10	1256.15517929719
30	851.721954098019
18	882.406781168036
37	1742.22415271168
17	464.867674148861
18	1641.86226606286
23	609.892055090443
24	929.616547060235
22	387.809566932797
24	1881.57849156915
17	378.403255625027
22	526.169973886872
33	1253.75590713423
28	1542.99437428241
17	326.550242707154
16	590.264500941288
30	1403.86730390967
19	344.524923280409
15	239.316846250673
